"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-2.cmonta9-hw2cs494.uic-cs-edu-pg0.wisc.cloudlab.us",,,,"User:","claudio"
"Cmdline:","dstat --output node2_dstat_lr_original.csv",,,,"Date:","29 Apr 2019 15:59:43 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",
"usr","sys","idl","wai","stl","read","writ","recv","send","in","out","int","csw"
0.078,0.034,99.886,0.002,0,10277.058,904335.503,0,0,0,0,521.624,529.368
0,0,100,0,0,0,0,7680,0,0,0,210,131
0.025,0,99.975,0,0,0,0,7920,0,0,0,189,30
0,0.025,99.975,0,0,0,1253376,8460,0,0,0,368,63
0.475,0.250,99.274,0,0,0,0,14793,5497,0,0,1269,773
0.550,0.175,99.274,0,0,0,0,20065,5895,0,0,1506,918
0.050,0,99.950,0,0,0,0,10799,1393,0,0,311,53
4.783,8.415,86.802,0,0,0,0,12818,3315,0,0,4799,88059
2.276,0.375,97.349,0,0,0,729088,7680,54,0,0,665,371
2.011,1.106,96.883,0,0,0,0,2152061,2183914,0,0,2787,32508
3.607,0.827,95.566,0,0,0,0,9435843,9416179,0,0,8390,28572
3.514,0.703,95.783,0,0,0,0,9298124,9278289,0,0,8241,28245
3.874,0.800,95.326,0,0,0,0,9470826,9418018,0,0,8518,28791
3.270,0.905,95.825,0,0,0,45056,9506026,9508420,0,0,10317,29275
3.614,0.678,95.708,0,0,0,0,9401999,9392556,0,0,8768,28610
3.632,0.802,95.566,0,0,0,0,9436463,9383263,0,0,8465,28673
3.926,0.750,95.324,0,0,0,0,9540689,9551866,0,0,8755,29043
3.460,0.903,95.637,0,0,0,0,9366987,9313215,0,0,8613,28495
3.562,0.778,95.660,0,0,0,253952,9261838,9277080,0,0,8395,28274
3.538,0.728,95.734,0,0,0,0,9331366,9279443,0,0,8407,28464
3.724,0.900,95.376,0,0,0,0,9059984,9071848,0,0,8241,27604
3.119,0.780,96.101,0,0,0,0,8922351,8901156,0,0,7999,27148
3.289,0.854,95.857,0,0,0,0,8990416,8969118,0,0,7945,27412
3.339,0.803,95.857,0,0,0,0,8887036,8867935,0,0,7877,27051
3.240,0.904,95.856,0,0,0,94208,9267172,9212100,0,0,8235,28332
3.270,0.780,95.951,0,0,0,0,9402202,9413996,0,0,8407,28668
3.149,0.731,96.120,0,0,0,0,9336470,9314299,0,0,8189,28279
3.484,0.852,95.664,0,0,0,0,8957348,8935440,0,0,7943,27258
3.386,0.828,95.786,0,0,0,0,9021633,9003717,0,0,7903,27346
3.123,0.680,96.196,0,0,0,12288,8919167,8899545,0,0,8044,27273
3.413,0.803,95.784,0,0,0,4096,8989461,8969868,0,0,7855,27340
3.345,0.679,95.976,0,0,0,0,9196547,9175243,0,0,8059,27963
3.145,0.780,96.074,0,0,0,0,9228992,9210458,0,0,8007,28062
3.516,0.703,95.781,0,0,0,0,9468811,9449205,0,0,8575,28812
3.468,0.829,95.702,0,0,0,0,9609744,9590349,0,0,9354,29371
3.446,0.679,95.875,0,0,0,12288,9506202,9485687,0,0,8439,28950
3.440,0.854,95.707,0,0,0,4096,9537819,9520978,0,0,8551,28947
3.854,0.751,95.395,0,0,0,0,9639938,9623190,0,0,8873,29410
3.611,0.752,95.637,0,0,0,0,9436039,9416191,0,0,8409,28596
3.415,0.703,95.881,0,0,0,0,8988924,8967987,0,0,7924,27295
3.530,0.826,95.643,0,0,0,0,8953854,8902774,0,0,7941,27259
3.216,0.829,95.955,0,0,0,12288,8853463,8865789,0,0,7939,27234
3.239,0.854,95.908,0,0,0,4096,8888457,8855987,0,0,7925,26923
3.683,0.702,95.615,0,0,0,0,9129200,9084936,0,0,8191,27638
3.875,0.750,95.375,0,0,0,0,9333432,9346667,0,0,8426,28410
3.461,0.853,95.686,0,0,0,0,9369263,9347574,0,0,8359,28633
3.373,0.680,95.948,0,0,0,0,9436644,9413251,0,0,8408,28768
